201	498 876,352	4 197 733,687	0
202	498 881,427	4 197 760,714	0
203	498 851,943	4 197 766,252	0
204	498 846,867	4 197 739,224	0
1	498 794,350	4 197 780,580	0
2	498 802,61	4 197 779,68	0
3	498 801,02	4 197 764,58	0
4	498 807,610	4 197 765,88	0
5	498 812,49	4 197 742,08	0
6	498 907,59	4 197 722,28	0
7	498 915,03	4 197 753,38	0
