1	452180,233	3641940,476	5199027,226
2	452158,465	3641856,567	5199087,492
3	452169,301	3641851,642	5199089,983
4	452160,260	3641809,526	5199120,068
5	452145,162	3641808,799	5199121,878
6	452132,126	3641751,827	5199162,644
7	452070,158	3641721,673	5199188,976
8	452076,586	3641713,618	5199194,025
9	452046,510	3641698,058	5199207,449
10	452046,544	3641698,004	5199207,483
11	452046,534	3641697,997	5199207,489
12	451984,436	3641655,124	5199242,681
13	451672,023	3641974,400	5199047,498
14	451714,851	3641930,837	5199074,115
15	451760,878	3641960,840	5199049,266
16	451764,850	3641963,302	5199047,210
17	451799,569	3641928,711	5199068,283
18	451805,269	3641961,740	5199044,808
19	451808,389	3641978,335	5199032,991
20	451777,766	3641984,825	5199031,119
Ó1	451675,566	3642004,008	5199026,590
Ó2	451634,919	3642012,469	5199024,209
Ó3	451598,383	3642049,839	5199001,358
Ó4	451602,077	3642064,151	5198991,080
Ó5	451686,280	3642045,974	5198996,464
Ó1	451675,566	3642004,008	5199026,590
