1	480614,10	4198100,37	
2	480718,94	4198112,85	
3	480723,41	4198101,54	
4	480775,77	4198105,93	
5	480778,75	4198120,86	
6	480849,69	4198127,60	
7	480894,89	4198185,91	
8	480903,77	4198178,64	
9	480926,83	4198206,84	
10	480926,89	4198206,80	
11	480926,90	4198206,81	
12	480987,55	4198263,86	
13	480643,55	4198609,28	
14	480690,46	4198561,95	
15	480647,66	4198519,47	
16	480644,12	4198515,79	
17	480681,27	4198477,50	
18	480640,40	4198475,44	
19	480619,83	4198474,15	
20	480616,21	4198505,30	
Ó1	480607,13	4198608,99	
Ó2	480602,51	4198650,32	
Ó3	480562,24	4198690,72	
Ó4	480544,36	4198688,61	
Ó5	480554,72	4198602,92	
Ó1	480607,13	4198608,99	
